author,studyID,treatment,responders,sampleSize,age,child,young,adult,elder,(female=1),ethnic(asian),asian,middle-east,hispanic,white,black,condition(not-at-risk),not-at-risk,chronic-dis,immuno,variant(wildtype),alpha,beta,gamma,delta,omicron,platform,subgroup,ROB(low),moderate,critical,outcome,study.type,study
"Falsey, 2021",129,placebo,9,5105,all,all,all,all,all,all,Peru,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-129"
"Falsey, 2021",130,placebo,82,3444,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-130"
"Falsey, 2021",131,placebo,48,9031,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Falsey, 2021-131"
"Falsey, 2021",132,placebo,8,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,severe,RCT,"Falsey, 2021-132"
"Falsey, 2021",133,placebo,9,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,emergency,RCT,"Falsey, 2021-133"
"Falsey, 2021",134,placebo,8,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,hosp,RCT,"Falsey, 2021-134"
"Falsey, 2021",135,placebo,1,8550,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,ICU,RCT,"Falsey, 2021-135"
"Frenck, 2021",140,placebo,16,978,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Frenck, 2021-140"
"Heath, 2021",159,placebo,96,7019,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,symp,RCT,"Heath, 2021-159"
"Heath, 2021",160,placebo,87,5062,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-160"
"Heath, 2021",161,placebo,9,1957,=65-84yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-161"
"Heath, 2021",162,placebo,85,6635,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-162"
"Heath, 2021",163,placebo,8,297,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-163"
"Heath, 2021",164,placebo,28,7020,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,non-alpha,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-164"
"Heath, 2021",165,placebo,58,7020,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-165"
"Heath, 2021",166,placebo,33,3143,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-166"
"Heath, 2021",167,placebo,63,3876,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Heath, 2021-167"
"Palacios, 2021",237,placebo,219,5714,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,symp,RCT,"Palacios, 2021-237"
"Palacios, 2021",238,placebo,168,4870,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,symp,RCT,"Palacios, 2021-238"
"Palacios, 2021",239,placebo,6,3587,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,severe,RCT,"Palacios, 2021-239"
"Palacios, 2021",240,placebo,164,4663,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Palacios, 2021-240"
"Palacios, 2021",241,placebo,4,207,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,symp,RCT,"Palacios, 2021-241"
"Polack, 2020",242,placebo,47,4581,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,doc-infect,RCT,"Polack, 2020-242"
"Polack, 2020",243,placebo,47,4581,16-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-243"
"Polack, 2020",244,placebo,47,4581,>55yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-244"
"Polack, 2020",245,placebo,47,4581,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-245"
"Polack, 2020",246,placebo,47,4581,=75yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-246"
"Polack, 2020",247,placebo,81,18325,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-247"
"Polack, 2020",248,placebo,81,18325,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-248"
"Polack, 2020",249,placebo,61,2291,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-249"
"Polack, 2020",250,placebo,61,2291,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-250"
"Polack, 2020",251,placebo,61,2291,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-251"
"Polack, 2020",252,placebo,61,2291,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-252"
"Polack, 2020",253,placebo,61,2291,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-253"
"Polack, 2020",254,placebo,61,2291,all,all,all,all,all,all,argentinian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-254"
"Polack, 2020",255,placebo,61,2291,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-255"
"Polack, 2020",256,placebo,61,2291,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-256"
"Polack, 2020",257,placebo,13,21686,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,severe,RCT,"Polack, 2020-257"
"Sadoff, 2021",280,placebo,320,19544,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,symp,RCT,"Sadoff, 2021-280"
"Sadoff, 2021",281,placebo,317,19544,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,severe,RCT,"Sadoff, 2021-281"
"Sadoff, 2021",282,placebo,130,9772,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-282"
"Sadoff, 2021",283,placebo,46,9772,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-283"
"Sadoff, 2021",284,placebo,345,19544,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,overall,NA,NA,NA,doc-infect,RCT,"Sadoff, 2021-284"
"Sadoff, 2021",285,placebo,147,4886,all,all,all,all,all,all,worldwide,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-285"
"Sadoff, 2021",286,placebo,54,4886,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-286"
"Sadoff, 2021",287,placebo,31,4886,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-287"
"Sadoff, 2021",288,placebo,30,4886,all,all,all,all,all,all,south african,0,0,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2021-288"
"Sadoff, 2022",289,placebo,1067,19398,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,Any SARS-COV-2,all,all,all,all,all,unvaccinated,overall,NA,NA,NA,severe,RCT,"Sadoff, 2022-289"
"Sadoff, 2022",290,placebo,10,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-290"
"Sadoff, 2022",291,placebo,19,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,beta,0,1,0,0,0,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-291"
"Sadoff, 2022",292,placebo,4,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-292"
"Sadoff, 2022",293,placebo,37,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,gamma,0,0,1,0,0,unvaccinated,subgroup,NA,NA,NA,severe,RCT,"Sadoff, 2022-293"
"Tanriover, 2021",304,placebo,32,3568,all,all,all,all,all,all,Turkish,0,1,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,symp,RCT,"Tanriover, 2021-304"
"Voysey, 2021a",329,placebo,62,3064,all,all,all,all,all,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-329"
"Voysey, 2021a",330,placebo,79,3233,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-330"
"Voysey, 2021a",331,placebo,146,6297,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,symp,RCT,"Voysey, 2021a-331"
"Voysey, 2021a",332,placebo,38,2430,all,all,all,all,all,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-332"
"Voysey, 2021a",333,placebo,33,2025,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-333"
"Voysey, 2021a",334,placebo,62,5829,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,symp,RCT,"Voysey, 2021a-334"
"Voysey, 2021a",335,placebo,30,1536,18-55yr,0,0,1,0,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,subgroup,NA,NA,NA,doc-infect,RCT,"Voysey, 2021a-335"
"Voysey, 2021b",336,placebo,165,5721,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,symp,RCT,"Voysey, 2021b-336"
"Voysey, 2021b",337,placebo,140,4239,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021b-337"
"Voysey, 2021b",338,placebo,51,1973,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Voysey, 2021b-338"
"Walter, 2022",339,placebo,16,750,5-11yr,1,0,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Walter, 2022-339"
"Emary,2021",372,placebo,40,4290,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,unvaccinated,,NA,NA,NA,symp,RCT,"Emary,2021-372"
"Emary,2021",373,placebo,11,4290,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,unvaccinated,,NA,NA,NA,doc-infect,RCT,"Emary,2021-373"
"Abu Raddad, 2021",1,2BNT,50,515,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Abu Raddad, 2021-1"
"Abu Raddad, 2021",2,2BNT,179,877,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,beta,0,1,0,0,0,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Abu Raddad, 2021-2"
"Andrews, 2021",7,2BNT,29489,108670,18-49yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2021-7"
"Andrews, 2021",8,2BNT,23736,62409,>=50yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2021-8"
"Andrews, 2021",9,2BNT,72,70419,18-49yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Andrews, 2021-9"
"Andrews, 2021",10,2BNT,424,36517,>=50yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,CC,"Andrews, 2021-10"
"Andrews, 2021",11,2BNT,127,30390,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,death,CC,"Andrews, 2021-11"
"Andrews, 2022",12,2BNT,240,9756,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-12"
"Andrews, 2022",13,2BNT,3369,12885,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,subgroup,NA,NA,NA,symp,CC,"Andrews, 2022-13"
"Andrews, 2022",14,2BNT,30740,91754,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,symp,CC,"Andrews, 2022-14"
"barda, 2021",27,2BNT,179,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,hosp,RC,"barda, 2021-27"
"barda, 2021",28,2BNT,129,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,severe,RC,"barda, 2021-28"
"barda, 2021",29,2BNT,5,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,death,RC,"barda, 2021-29"
"barda, 2021",30,2BNT,6,80925,16-39yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"barda, 2021-30"
"barda, 2021",31,2BNT,85,80925,40-69yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"barda, 2021-31"
"barda, 2021",32,2BNT,465,80925,=70yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,hosp,RC,"barda, 2021-32"
"barda, 2021",33,2BNT,2,80925,16-39yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RC,"barda, 2021-33"
"barda, 2021",34,2BNT,47,80925,40-69yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RC,"barda, 2021-34"
"barda, 2021",35,2BNT,362,80925,=70yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,severe,RC,"barda, 2021-35"
"Bjork, 2022",36,2BNT,8,19088,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Bjork, 2022-36"
Butt-B-2022,67,2BNT,338,236693,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,overall,NA,NA,NA,symp,CC,Butt-B-2022-67
Butt-B-2022,68,2BNT,74,236693,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,two-dose-mRNA,overall,NA,NA,NA,hosp,CC,Butt-B-2022-68
"Carazo, 2021",79,2BNT,48,2002,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,CC,"Carazo, 2021-79"
"Carazo, 2021",83,2BNT,20,1974,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,symp,CC,"Carazo, 2021-83"
"Collie, 2022",89,2BNT,185,5200,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Collie, 2022-89"
"Frenck, 2021",140,2BNT,1,1006,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RCT,"Frenck, 2021-140"
"Glatman-Freedman, 2021b",144,2BNT,33,430,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,RC,"Glatman-Freedman, 2021b-144"
"Glatman-Freedman, 2021b",145,2BNT,29,210,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,RC,"Glatman-Freedman, 2021b-145"
"Glatman-Freedman, 2021b",146,2BNT,14,61,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,RC,"Glatman-Freedman, 2021b-146"
"Glatman-Freedman, 2021b",150,2BNT,20,430,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,severe,RC,"Glatman-Freedman, 2021b-150"
"Glatman-Freedman, 2021b",151,2BNT,18,210,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,severe,RC,"Glatman-Freedman, 2021b-151"
"Glatman-Freedman, 2021b",152,2BNT,9,61,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,severe,RC,"Glatman-Freedman, 2021b-152"
"Glatman-Freedman, 2021b",156,2BNT,11,430,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,death,RC,"Glatman-Freedman, 2021b-156"
"Glatman-Freedman, 2021b",157,2BNT,10,210,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,death,RC,"Glatman-Freedman, 2021b-157"
"Glatman-Freedman, 2021b",158,2BNT,4,61,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,death,RC,"Glatman-Freedman, 2021b-158"
"Lauring, 2022",195,2BNT,668,2021,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Lauring, 2022-195"
"Lopez, 2021",204,2BNT,49,15749,=16yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,two-dose-mRNA,,NA,NA,NA,symp,CC,"Lopez, 2021-204"
"Lopez, 2021",207,2BNT,122,15749,=16yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,two-dose-mRNA,,NA,NA,NA,symp,CC,"Lopez, 2021-207"
"martinez-baz, 2021",212,2BNT,1070,7972,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,PC,"martinez-baz, 2021-212"
"martinez-baz, 2021",220,2BNT,173,1539,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,PC,"martinez-baz, 2021-220"
"Nordstrom, 2021-a",228,2BNT,5062,842974,45-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,doc-infect,RC,"Nordstrom, 2021-a-228"
"Olson, 2022",234,2BNT,17,444,12-18yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,hosp,CC,"Olson, 2022-234"
"Olson, 2022",236,2BNT,2,162,12-18yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,,NA,NA,NA,severe,CC,"Olson, 2022-236"
"Polack, 2020",242,2BNT,8,18198,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,overall,NA,NA,NA,doc-infect,RCT,"Polack, 2020-242"
"Polack, 2020",243,2BNT,5,18198,16-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-243"
"Polack, 2020",244,2BNT,3,18198,>55yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-244"
"Polack, 2020",245,2BNT,1,18198,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-245"
"Polack, 2020",246,2BNT,1,18199,=75yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,two-dose-mRNA,subgroup,NA,NA,NA,doc-infect,RCT,"Polack, 2020-246"
