author,studyID,treatment,responders,sampleSize,age,child,young,adult,elder,(female=1),ethnic(asian),asian,middle-east,hispanic,white,black,condition(not-at-risk),not-at-risk,chronic-dis,immuno,variant(wildtype),alpha,beta,gamma,delta,omicron,subgroup,ROB(low),moderate,critical,outcome,vac_product,study.type,study
"Heath, 2021",160,unvaccinated,87,5062,18-64yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-160"
"Heath, 2021",161,unvaccinated,9,1957,=65-84yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-161"
"Heath, 2021",162,unvaccinated,85,6635,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-162"
"Heath, 2021",163,unvaccinated,8,297,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-163"
"Heath, 2021",164,unvaccinated,28,7020,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,non-alpha,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-164"
"Heath, 2021",165,unvaccinated,58,7020,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-165"
"Heath, 2021",166,unvaccinated,33,3143,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,at-risk,0,1,1,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-166"
"Heath, 2021",167,unvaccinated,63,3876,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,not-at-risk,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Heath, 2021-167"
"Palacios, 2021",237,unvaccinated,219,5714,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,symp,placebo,RCT,"Palacios, 2021-237"
"Palacios, 2021",238,unvaccinated,168,4870,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,symp,placebo,RCT,"Palacios, 2021-238"
"Palacios, 2021",239,unvaccinated,6,3587,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,severe,placebo,RCT,"Palacios, 2021-239"
"Palacios, 2021",240,unvaccinated,164,4663,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Palacios, 2021-240"
"Palacios, 2021",241,unvaccinated,4,207,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,symp,placebo,RCT,"Palacios, 2021-241"
"Polack, 2020",242,unvaccinated,47,4581,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-242"
"Polack, 2020",243,unvaccinated,47,4581,16-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-243"
"Polack, 2020",244,unvaccinated,47,4581,>55yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-244"
"Polack, 2020",245,unvaccinated,47,4581,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-245"
"Polack, 2020",246,unvaccinated,47,4581,=75yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-246"
"Polack, 2020",247,unvaccinated,81,18325,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-247"
"Polack, 2020",248,unvaccinated,81,18325,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-248"
"Polack, 2020",249,unvaccinated,61,2291,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-249"
"Polack, 2020",250,unvaccinated,61,2291,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-250"
"Polack, 2020",251,unvaccinated,61,2291,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-251"
"Polack, 2020",252,unvaccinated,61,2291,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-252"
"Polack, 2020",253,unvaccinated,61,2291,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-253"
"Polack, 2020",254,unvaccinated,61,2291,all,all,all,all,all,all,argentinian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-254"
"Polack, 2020",255,unvaccinated,61,2291,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-255"
"Polack, 2020",256,unvaccinated,61,2291,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Polack, 2020-256"
"Polack, 2020",257,unvaccinated,13,21686,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,severe,placebo,RCT,"Polack, 2020-257"
"Sadoff, 2021",280,unvaccinated,320,19544,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,symp,placebo,RCT,"Sadoff, 2021-280"
"Sadoff, 2021",281,unvaccinated,317,19544,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2021-281"
"Sadoff, 2021",282,unvaccinated,130,9772,18-59yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2021-282"
"Sadoff, 2021",283,unvaccinated,46,9772,=60yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2021-283"
"Sadoff, 2021",284,unvaccinated,345,19544,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,doc-infect,placebo,RCT,"Sadoff, 2021-284"
"Sadoff, 2021",285,unvaccinated,147,4886,all,all,all,all,all,all,worldwide,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2021-285"
"Sadoff, 2021",286,unvaccinated,54,4886,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2021-286"
"Sadoff, 2021",287,unvaccinated,31,4886,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2021-287"
"Sadoff, 2021",288,unvaccinated,30,4886,all,all,all,all,all,all,south african,0,0,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2021-288"
"Sadoff, 2022",289,unvaccinated,1067,19398,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,Any SARS-COV-2,all,all,all,all,all,overall,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2022-289"
"Sadoff, 2022",290,unvaccinated,10,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2022-290"
"Sadoff, 2022",291,unvaccinated,19,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,beta,0,1,0,0,0,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2022-291"
"Sadoff, 2022",292,unvaccinated,4,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2022-292"
"Sadoff, 2022",293,unvaccinated,37,6466,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,gamma,0,0,1,0,0,subgroup,NA,NA,NA,severe,placebo,RCT,"Sadoff, 2022-293"
"Tanriover, 2021",304,unvaccinated,32,3568,all,all,all,all,all,all,Turkish,0,1,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,placebo,RCT,"Tanriover, 2021-304"
"Voysey, 2021a",329,unvaccinated,62,3064,all,all,all,all,all,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Voysey, 2021a-329"
"Voysey, 2021a",330,unvaccinated,79,3233,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Voysey, 2021a-330"
"Voysey, 2021a",331,unvaccinated,146,6297,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,placebo,RCT,"Voysey, 2021a-331"
"Voysey, 2021a",332,unvaccinated,38,2430,all,all,all,all,all,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Voysey, 2021a-332"
"Voysey, 2021a",333,unvaccinated,33,2025,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Voysey, 2021a-333"
"Voysey, 2021a",334,unvaccinated,62,5829,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,placebo,RCT,"Voysey, 2021a-334"
"Voysey, 2021a",335,unvaccinated,30,1536,18-55yr,0,0,1,0,all,UK,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,placebo,RCT,"Voysey, 2021a-335"
"Voysey, 2021b",336,unvaccinated,165,5721,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,symp,placebo,RCT,"Voysey, 2021b-336"
"Voysey, 2021b",337,unvaccinated,140,4239,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Voysey, 2021b-337"
"Voysey, 2021b",338,unvaccinated,51,1973,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Voysey, 2021b-338"
"Walter, 2022",339,unvaccinated,16,750,5-11yr,1,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,placebo,RCT,"Walter, 2022-339"
"Emary,2021",372,unvaccinated,40,4290,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,,NA,NA,NA,symp,placebo,RCT,"Emary,2021-372"
"Emary,2021",373,unvaccinated,11,4290,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,,NA,NA,NA,doc-infect,placebo,RCT,"Emary,2021-373"
"Abu Raddad, 2021",1,two-dose-mRNA,50,515,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,,NA,NA,NA,doc-infect,2BNT,CC,"Abu Raddad, 2021-1"
"Abu Raddad, 2021",2,two-dose-mRNA,179,877,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,beta,0,1,0,0,0,,NA,NA,NA,doc-infect,2BNT,CC,"Abu Raddad, 2021-2"
"Andrews, 2021",9,two-dose-mRNA,72,70419,18-49yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,2BNT,CC,"Andrews, 2021-9"
"Andrews, 2021",10,two-dose-mRNA,424,36517,>=50yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,2BNT,CC,"Andrews, 2021-10"
"Andrews, 2021",11,two-dose-mRNA,127,30390,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,death,2BNT,CC,"Andrews, 2021-11"
"Andrews, 2022",12,two-dose-mRNA,253,10624,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,subgroup,NA,NA,NA,symp,2BNT,CC,"Andrews, 2022-12"
"Andrews, 2022",13,two-dose-mRNA,3605,13976,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,subgroup,NA,NA,NA,symp,2BNT,CC,"Andrews, 2022-13"
"barda, 2021",27,two-dose-mRNA,179,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,hosp,2BNT,RC,"barda, 2021-27"
"barda, 2021",28,two-dose-mRNA,129,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,severe,2BNT,RC,"barda, 2021-28"
"barda, 2021",29,two-dose-mRNA,5,80925,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,death,2BNT,RC,"barda, 2021-29"
"barda, 2021",30,two-dose-mRNA,6,80925,16-39yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,2BNT,RC,"barda, 2021-30"
"barda, 2021",31,two-dose-mRNA,85,80925,40-69yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,2BNT,RC,"barda, 2021-31"
"barda, 2021",32,two-dose-mRNA,465,80925,=70yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,hosp,2BNT,RC,"barda, 2021-32"
"barda, 2021",33,two-dose-mRNA,2,80925,16-39yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,2BNT,RC,"barda, 2021-33"
"barda, 2021",34,two-dose-mRNA,47,80925,40-69yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,2BNT,RC,"barda, 2021-34"
"barda, 2021",35,two-dose-mRNA,362,80925,=70yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,severe,2BNT,RC,"barda, 2021-35"
"Bjork, 2022",36,two-dose-mRNA,8,19088,18-,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,2BNT,RC,"Bjork, 2022-36"
Butt-B-2022,67,two-dose-mRNA,338,236693,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,overall,NA,NA,NA,symp,2BNT,CC,Butt-B-2022-67
Butt-B-2022,68,two-dose-mRNA,74,236693,all,all,all,all,all,all,All,NA,NA,NA,NA,NA,NA,1,0,0,overall,all,all,all,all,all,overall,NA,NA,NA,hosp,2BNT,CC,Butt-B-2022-68
"Collie, 2022",89,two-dose-mRNA,185,5200,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,,NA,NA,NA,hosp,2BNT,CC,"Collie, 2022-89"
"Frenck, 2021",140,two-dose-mRNA,1,1006,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,2BNT,RCT,"Frenck, 2021-140"
"Glatman-Freedman, 2021b",144,two-dose-mRNA,33,430,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,2BNT,RC,"Glatman-Freedman, 2021b-144"
"Glatman-Freedman, 2021b",145,two-dose-mRNA,29,210,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,2BNT,RC,"Glatman-Freedman, 2021b-145"
"Glatman-Freedman, 2021b",146,two-dose-mRNA,14,61,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,2BNT,RC,"Glatman-Freedman, 2021b-146"
"Glatman-Freedman, 2021b",150,two-dose-mRNA,20,430,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,severe,2BNT,RC,"Glatman-Freedman, 2021b-150"
"Glatman-Freedman, 2021b",151,two-dose-mRNA,18,210,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,severe,2BNT,RC,"Glatman-Freedman, 2021b-151"
"Glatman-Freedman, 2021b",152,two-dose-mRNA,9,61,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,severe,2BNT,RC,"Glatman-Freedman, 2021b-152"
"Glatman-Freedman, 2021b",156,two-dose-mRNA,11,430,>=16,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,death,2BNT,RC,"Glatman-Freedman, 2021b-156"
"Glatman-Freedman, 2021b",157,two-dose-mRNA,10,210,>=60,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,death,2BNT,RC,"Glatman-Freedman, 2021b-157"
"Glatman-Freedman, 2021b",158,two-dose-mRNA,4,61,>=80,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,death,2BNT,RC,"Glatman-Freedman, 2021b-158"
"Lopez, 2021",204,two-dose-mRNA,49,15749,=16yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,alpha,1,0,0,0,0,,NA,NA,NA,symp,2BNT,CC,"Lopez, 2021-204"
"Lopez, 2021",207,two-dose-mRNA,122,15749,=16yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,,NA,NA,NA,symp,2BNT,CC,"Lopez, 2021-207"
"martinez-baz, 2021",220,two-dose-mRNA,176,1658,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,2BNT,PC,"martinez-baz, 2021-220"
"Nordstrom, 2021-a",228,two-dose-mRNA,5125,842974,45-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,2BNT,RC,"Nordstrom, 2021-a-228"
"Olson, 2022",234,two-dose-mRNA,17,444,12-18yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,hosp,2BNT,CC,"Olson, 2022-234"
"Olson, 2022",236,two-dose-mRNA,2,162,12-18yr,0,1,0,0,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,severe,2BNT,CC,"Olson, 2022-236"
"Polack, 2020",242,two-dose-mRNA,8,18198,all,all,all,all,all,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,overall,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-242"
"Polack, 2020",243,two-dose-mRNA,5,18198,16-55yr,0,0,1,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-243"
"Polack, 2020",244,two-dose-mRNA,3,18198,>55yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-244"
"Polack, 2020",245,two-dose-mRNA,1,18198,=65yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-245"
"Polack, 2020",246,two-dose-mRNA,1,18199,=75yr,0,0,0,1,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-246"
"Polack, 2020",247,two-dose-mRNA,3,18198,all,all,all,all,all,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-247"
"Polack, 2020",248,two-dose-mRNA,5,18198,all,all,all,all,all,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-248"
"Polack, 2020",249,two-dose-mRNA,7,18198,all,all,all,all,all,all,white,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-249"
"Polack, 2020",250,two-dose-mRNA,1,18199,all,all,all,all,all,all,black,0,0,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-250"
"Polack, 2020",251,two-dose-mRNA,1,18198,all,all,all,all,all,all,other,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-251"
"Polack, 2020",252,two-dose-mRNA,3,18198,all,all,all,all,all,all,hispanic,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-252"
"Polack, 2020",253,two-dose-mRNA,5,18198,all,all,all,all,all,all,non-hispanic,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-253"
"Polack, 2020",254,two-dose-mRNA,1,18198,all,all,all,all,all,all,argentinian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-254"
"Polack, 2020",255,two-dose-mRNA,1,18198,all,all,all,all,all,all,brazilian,0,0,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-255"
"Polack, 2020",256,two-dose-mRNA,6,18198,all,all,all,all,all,all,US,0,0,0,1,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,subgroup,NA,NA,NA,doc-infect,2BNT,RCT,"Polack, 2020-256"
"Poukka, 2021",259,two-dose-mRNA,162,316650,17-70yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,2BNT,RC,"Poukka, 2021-259"
"Powell, 2021",262,two-dose-mRNA,4,273,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,,NA,NA,NA,symp,2BNT,CC,"Powell, 2021-262"
"Powell, 2021",264,two-dose-mRNA,76,452,12-15yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,,NA,NA,NA,symp,2BNT,CC,"Powell, 2021-264"
"Powell, 2021",266,two-dose-mRNA,106,5985,16-17yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,delta,0,0,0,1,0,,NA,NA,NA,symp,2BNT,CC,"Powell, 2021-266"
"Powell, 2021",268,two-dose-mRNA,534,2797,16-17yr,0,1,0,0,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,omicron,0,0,0,0,1,,NA,NA,NA,symp,2BNT,CC,"Powell, 2021-268"
"Pozzetto, 2021",272,two-dose-mRNA,81,10609,19-76yr,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,doc-infect,2BNT,PC,"Pozzetto, 2021-272"
